ï»¿faction_id|id|name|cost|detachment|detachment_id|legend|description|
SM|000010269005|Helm of the Beastslayer|15|Saga of the Beastslayer|000001070|Wrought from the carapace of a nameless xenos monstrosity, this helm offers unparalleled protection.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. Each time an attack made by a <span class="kwb">CHARACTER</span>, <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> model targets the bearerâs unit, reduce the Armour Penetration characteristic of that attack by 1.|
SM|000010265005|Thunderwolfâs Fortitude|25|Saga of the Bold|000001069|Possessed of indomitable fortitude, this champion of Fenris refuses the call of Morkai, fighting beyond the limits of even a Space Marineâs endurance.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. The first time the bearer is destroyed, remove it from play, then, at the end of the phase, roll one D6: on a 2+, set the bearer back up on the battlefield as close as possible to where it was destroyed and not within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units, with 3 wounds remaining.|
SM|000010261005|Feral Rage|10|Saga of the Hunter|000001068|There is no substitute for raw aggression. This warrior fights with the berserk rage of a thunderwolf, tearing apart their foes with violent fury.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. Add 1 to the Attacks characteristic of melee weapons equipped by the bearer. Each time the bearer ends a <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">move</span></span>, until the end of the turn, add an additional 1 to the Attacks characteristic of those weapons.|
SM|000010155005|Lord of the Ravenwing|10|Wrath of the Rock|000001059|This commander has mastered the art of cavalry combat, instinctively noticing the opportune position to strike and navigating the chaos of battle with preternatural precision.|<span class="tooltip00642" data-tooltip-content="#tooltip_content00642" data-tooltip-anchor="#tooltip_content00642"><span class="kwb kwbu">RAVENWING</span></span> model only. You can re-roll <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Advance</span></span> and <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for the bearerâs unit.|
SM|000009851005|Longstrider|20|Champions of Fenris|000001008|This champion is renowned amongst their battle-brothers for their relentless pace when on the hunt, their loping strides eating up the miles as they run the foe to ground.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. You can re-roll <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for the bearerâs unit.|
SM|000009843005|Benediction of Fury|10|Wrathful Procession|000001006|Borne through a dozen bloody and hard-fought crusades, this crozius arcanumâs unique empathokinetic circuitry has absorbed the bellicosity and righteous wrath of every Chaplain who has ever wielded it. As a result, it now strikes with the force of a thunderbolt.|<span class="tooltip00371" data-tooltip-content="#tooltip_content00371" data-tooltip-anchor="#tooltip_content00371"><span class="kwb kwbu">CHAPLAIN</span></span> model only. The bearerâs melee weapons have the <span class="kwb2 bluefont"><span class="tooltip00048" data-tooltip-content="#tooltip_content00048"><span class="tt kwbu">[DEVASTATING</span> <span class="tt kwbu">WOUNDS]</span></span></span> ability.|
SM|000009835005|Ordained Sacrifice|25|Angelic Inheritors|000001004|Knowing only too well the desperate and vital nature of the battle before him, this scion of Sanguinius echoes his Primarchâs resolute determination to fight on even beyond what seems the doors of certain death.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. The first time the bearer is destroyed, roll one D6 at the end of the phase: on a 2+, set the bearer back up on the battlefield as close as possible to where it was destroyed and not within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units, with 3 wounds remaining.|
SM|000008522005|The Tome of Ectoclades|30|Black Spear Task Force|000000808|This grimoire, bound in the skin of the alien, holds the most powerful truths the Deathwatch have uncovered about their foes, whether xenos or those who harbour them. On occasion, such knowledge has been known to save not only the bookâs custodian, but entire worlds.|<a class="kwbOne" href="/wh40k10ed/factions/space-marines/Watch-Master"><span class="kwb kwbo">WATCH</span> <span class="kwb kwbo">MASTER</span></a> or <span class="tooltip00327" data-tooltip-content="#tooltip_content00327" data-tooltip-anchor="#tooltip_content00327"><span class="kwb kwbu">CAPTAIN</span></span> model only. Once per battle, after you have selected your <span class="tooltip00365" data-tooltip-content="#tooltip_content00365"><span class="tt kwbu">Oath</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Moment</span> <span class="tt kwbu">target</span></span>, the bearer can use this Enhancement. If it does, select a second enemy unit to be an Oath of Moment target.<br><br><b>Designerâs Note:</b> <i>This means that each time a model with the Oath of Moment ability makes an attack that targets either of your Oath of Moment targets, you can re-roll the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.</i>|
SM|000008494005|Iron Resolve|15|1st Company Task Force|000000798|This hero shrugs off even horrendous wounds.|<span class="tooltip00636" data-tooltip-content="#tooltip_content00636" data-tooltip-anchor="#tooltip_content00636"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">TERMINATOR</span></span> model only. The bearer has the <span class="tooltip00119" data-tooltip-content="#tooltip_content00119"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">5+</span></span> ability. Once per battle, after the bearerâs unit is selected as the target of one or more attacks, the bearer can use this Enhancement. If it does, until the end of the phase, models in the bearerâs unit have the Feel No Pain 5+ ability.|
SM|000008490005|Shadow War Veteran|30|Vanguard Spearhead|000000797|By the time the enemy believes battle has begun, their rear lines have already been attacked at this warriors command - their supply lines cut and their communications in disarray - choking them off from vital battlefield support.|<span class="tooltip00330" data-tooltip-content="#tooltip_content00330" data-tooltip-anchor="#tooltip_content00330"><span class="kwb kwbu">PHOBOS</span></span> model only. Gain following ability:<br><b>Lord of Deceit (Aura):</b> Each time your opponent targets a unit from their army with a Stratagem, if that unit is within 12" of this model, increase the cost of that use of that Stratagem by 1CP.|
SM|000010623005|Steel Font|15|Hammer of Avernii|000001118|An advanced auto-chirurgeon claimed by legend to be  the product of Ferrus Manusâ own labours, this device rapidly reknits sundered flesh and armour alike.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">TERMINATOR</span> model only. While the bearer is leading a unit, in your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can return 1 destroyed <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Bodyguard</span></span> model to that unit.|
SM|000008486005|Hunterâs Instincts|25|Stormlance Task Force|000000796|This mounted huntsman espouses the value of circling the enemy and striking suddenly from an unexpected quarter upon their speeding steed, the better to land the killing blow.|<span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">MOUNTED</span></span> model only. If the bearerâs unit is in <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, for the purposes of setting up that unit on the battlefield, treat the current <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> number as being one higher than it actually is.|
SM|000008482005|Adamantine Mantle|20|Firestorm Assault Force|000000795|This flowing cloak or finely wrought tabard is laced through with threads of braided adamantine. When combined with armour and energy fields, it has been shown time and again that these symbols of office are proof against even the very strongest attacks.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. Each time an attack is allocated to the bearer, subtract 1 from the Damage characteristic of that attack. If that attack was made with a <span class="tooltip00096" data-tooltip-content="#tooltip_content00096"><span class="tt kwbu">Melta</span></span> or <span class="tooltip00548" data-tooltip-content="#tooltip_content00548"><span class="tt kwbu">Torrent</span></span> weapon, change the Damage characteristic of that attack to 1 instead.|
SM|000008478005|Master of Machine War|20|Ironstorm Spearhead|000000794|This commander is supremely gifted in the strategies of armoured warfare, understanding the capabilities of every war engine in the Chapters arsenal. Delivering precision orders, they ensure the vehicles under their command inflict the most punishing damage to the enemy even amidst complex manoeuvres.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one <span class="tooltip00338" data-tooltip-content="#tooltip_content00338" data-tooltip-anchor="#tooltip_content00338"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">VEHICLE</span></span> model within 6" of the bearer. Until the start of your next Command phase, that <span class="kwb">VEHICLE</span> is eligible to shoot even if it <span class="tooltip00025" data-tooltip-content="#tooltip_content00025"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span> or <span class="tooltip00230" data-tooltip-content="#tooltip_content00230"><span class="tt kwbu">Advanced</span></span> this turn.|
SM|000010629005|Chogorian Huntmaster|25|Spearpoint Task Force|000001119|This mounted huntsman knows well the importance of manoeuvre, outflanking the enemy and ambushing unsuspecting foes from the flanks and rear, the better to land the killing blow.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">MOUNTED</span> model only. If the bearerâs unit is in <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, for the purposes of setting up that unit on the battlefield, treat the current <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> number as being one higher than it actually is.|
SM|000008474005|Architect of War|25|Anvil Siege Force|000000793|There are few who have a deeper understanding of the tenets of siege warfare than this warrior.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model only. While the bearer is leading a unit, ranged weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">[IGNORES</span> <span class="tt kwbu">COVER]</span></span></span> ability.|
SM|000008376005|Gift of Foresight|15|Liberator Assault Group|000000758|This heroic warrior bears a glimmering of Sanguinius' prophetic gifts. Flashes of foresight allow him to weave around his enemy's blows with supernatural skill.|<span class="tooltip00641" data-tooltip-content="#tooltip_content00641" data-tooltip-anchor="#tooltip_content00641"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span></span> model only. Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, just after making a <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>, a <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> or a <span class="tooltip00032" data-tooltip-content="#tooltip_content00032"><span class="tt kwbu">saving</span> <span class="tt kwbu">throw</span></span> for the bearer, you can treat the result as an unmodified roll of 6 instead.|
SM|000009186005|Vengeful Onslaught|10|The Lost Brethren|000000900|This Son of Sanguinius appears to the brothers of the Death Company as a paragon of their Primarchs martial prowess. Should he fall in battle, the vengeful fury of the Lost will be inflamed.|<span class="tooltip00640" data-tooltip-content="#tooltip_content00640" data-tooltip-anchor="#tooltip_content00640"><span class="kwb kwbu">DEATH</span> <span class="kwb kwbu">COMPANY</span></span> model only. It the bearer is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, until the end of your next turn, each time a friendly <span class="kwb">DEATH</span> <span class="kwb">COMPANY</span> model makes an attack, add 1 to the 1 <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
SM|000009733005|Fulgus Magna|20|Lionâs Blade Task Force|000000981|This ancient teleport homer projects a powerful narrowâband signal, enabling the teleportarium chambers of orbiting vessels to lock on to the bearer even amid severe atmospheric or empyric disturbances.|<span class="tooltip00634" data-tooltip-content="#tooltip_content00634" data-tooltip-anchor="#tooltip_content00634"><span class="kwb kwbu">DEATHWING</span></span> model only. Once per battle, at the end of your opponentâs turn, if the bearerâs unit is not within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units, the bearer can use this Enhancement. If it does, remove the bearerâs unit from the battlefield and place it into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>.|
TAU|000008811002|Coordinated Exploitation|40|Montâka|000000845|This leader eschews their own martial glory in favour of seeking out an advanced vantage point then exploiting it to guide in the firepower of their fellows.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only (excluding <span class="tooltip00660" data-tooltip-content="#tooltip_content00660" data-tooltip-anchor="#tooltip_content00660"><span class="kwb kwbu">KROOT</span> <span class="kwb kwbu">SHAPER</span></span> models). While the bearer is leading a unit, each time that unit is an <span class="tooltip00358" data-tooltip-content="#tooltip_content00358"><span class="tt kwbu">Observer</span> <span class="tt kwbu">unit</span></span>, until the end of the phase, ranged weapons equipped by models in a <span class="tooltip00358" data-tooltip-content="#tooltip_content00358"><span class="tt kwbu">Guided</span> <span class="tt kwbu">unit</span></span> have the <span class="kwb2 bluefont"><span class="tooltip00061" data-tooltip-content="#tooltip_content00061"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability while targeting their <span class="tooltip00358" data-tooltip-content="#tooltip_content00358"><span class="tt kwbu">Spotted</span> <span class="tt kwbu">unit</span></span>.|
TAU|000008442002|Exemplar of the Kauyon|20|Kauyon|000000781|Long meditation upon the tenets of the Patient Hunter has seen this warrior master the application of this cunning ambush strategy. When they take to the battlefield, they embody the teachings of the Kauyon, much to the dismay of their luckless prey.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only (excluding <span class="tooltip00660" data-tooltip-content="#tooltip_content00660" data-tooltip-anchor="#tooltip_content00660"><span class="kwb kwbu">KROOT</span> <span class="kwb kwbu">SHAPER</span></span> models). While the bearer is leading a unit, the <span class="tooltip00662" data-tooltip-content="#tooltip_content00662"><span class="tt kwbu">Patient</span> <span class="tt kwbu">Hunter</span></span> Detachment rule applies to that unit from the second <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> onwards instead of from the third.|
TAU|000009839002|Student of Kauyon|15|Auxiliary Cadre|000001005|This Shaper has not only studied the Code of Fire but has also adapted it to best suit their peopleâs skills.|<span class="tooltip00660" data-tooltip-content="#tooltip_content00660" data-tooltip-anchor="#tooltip_content00660"><span class="kwb kwbu">KROOT</span> <span class="kwb kwbu">SHAPER</span></span> model only. In the Declare Battle Formations step, you can select up to three <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Kroot-Carnivores"><span class="kwb kwbo">KROOT</span> <span class="kwb kwbo">CARNIVORES</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Kroot-Farstalkers"><span class="kwb kwbo">KROOT</span> <span class="kwb kwbo">FARSTALKERS</span></a> units from your army. Models in those units have the <span class="tooltip00046" data-tooltip-content="#tooltip_content00046"><span class="tt kwbu">Deep</span> <span class="tt kwbu">Strike</span></span> ability.|
TAU|000009636002|Target Optimisation Microdrones|0|Starfire Cadre|000000966|A swarm of tiny experimental drones swarm about this warrior, analysing weaknesses in enemy wargear.|<a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Cadre-Fireblade"><span class="kwb kwbo">CADRE</span> <span class="kwb kwbo">FIREBLADE</span></a> model only. Once per turn, in your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>, when a friendly <span class="tooltip00663" data-tooltip-content="#tooltip_content00663" data-tooltip-anchor="#tooltip_content00663"><span class="kwb kwbu">FIRE</span> <span class="kwb kwbu">WARRIOR</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Pathfinder-Team"><span class="kwb kwbo">PATHFINDER</span> <span class="kwb kwbo">TEAM</span></a> or <span class="kwb">CADRE</span> <span class="kwb">FIREBLADE</span> unit within 6" of the bearer is selected to shoot, the bearer can use this Enhancement. If it does, until the end of the phase, improve the Armour Penetration characteristic of ranged weapons equipped by models in that unit by 1.|
TAU|000008821002|Borthrod Gland|15|Kroot Hunting Pack|000000847|The Kroot found the flesh of the Borthrod so irresistible they hunted them to extinction. This preserved gland still exudes pheromones that drive nearby Kroot into a ravenous frenzy.|<a href="/wh40k10ed/factions/t-au-empire/Kroot-Flesh-Shaper">Kroot Flesh Shaper</a> only. While the bearer is leading a unit, each time a model in that unit makes a melee attack, an unmodified <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 5+ scores a <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Critical</span> <span class="tt kwbu">Hit</span></span>.|
TAU|000008815002|Internal Grenade Racks|20|Retaliation Cadre|000000846|These thigh plates house deployment rails of high-explosive bomblets. As the pilot jets over the foe, the racks can be triggered to dispense a rain of death.|<span class="tooltip00664" data-tooltip-content="#tooltip_content00664" data-tooltip-anchor="#tooltip_content00664"><span class="kwb kwbu">TâAU</span> <span class="kwb kwbu">EMPIRE</span> <span class="kwb kwbu">BATTLESUIT</span></span> model only. The bearer has the <span class="tooltip00050" data-tooltip-content="#tooltip_content00050"><span class="tt kwbu">Grenades</span></span> keyword, and each time the bearer ends a <span class="tooltip00221" data-tooltip-content="#tooltip_content00221"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span>, you can select one enemy unit that it moved over during that move. If you do, roll six D6: for each 4+, that enemy unit suffers 1 <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wound</span></span>.|
TAU|000009983002|Supernova Launcher|15|Experimental Prototype Cadre|000001028|Adapted from standard-issue fragmentation projectors, this weapon enables the bearer to fire explosive plasma charges on parabolic trajectories. These projectiles drop amongst the enemy and explode in a coruscating fireball that evaporates metal and flesh alike.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only. Select one airbursting fragmentation projector equipped by the bearer. Improve the Strength characteristic of that weapon by 3, and improve the Armour Penetration and Damage characteristics of that weapon by 1.|
TAU|000009645002|Experienced Leader|0|Kroot Raiding Party|000000967|This Shaper has defeated - and quite possibly devoured - such foes before. They are well able to advise their warriors on how to fight them.|At the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one enemy unit on the battlefield. Until the end of the battle, each time a <span class="tooltip00348" data-tooltip-content="#tooltip_content00348" data-tooltip-anchor="#tooltip_content00348"><span class="kwb kwbu">KROOT</span></span> model from your army makes an attack that targets that enemy unit, if the bearer is on the battlefield, you can re-roll the <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|
TAU|000009636003|Dutyâs Echo|0|Starfire Cadre|000000966|This tech-inlaid stave glows with the light of the Tâauâva, inspiring nearby warriors to greater efforts.|<span class="tooltip00380" data-tooltip-content="#tooltip_content00380" data-tooltip-anchor="#tooltip_content00380"><span class="kwb kwbu">ETHEREAL</span></span> model only. At the end of your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>, you can select one friendly <span class="tooltip00663" data-tooltip-content="#tooltip_content00663" data-tooltip-anchor="#tooltip_content00663"><span class="kwb kwbu">FIRE</span> <span class="kwb kwbu">WARRIOR</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Pathfinder-Team"><span class="kwb kwbo">PATHFINDER</span> <span class="kwb kwbo">TEAM</span></a> unit within 6" of the bearer. If you do, that unit can make a <span class="tooltip00221" data-tooltip-content="#tooltip_content00221"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span> of up to 3" and then counts as having performed the <a href="/wh40k10ed/the-rules/boarding-action-rules/#Set-Overwatch">Set Overwatch</a> Tactical Manoeuvre this turn.|
TAU|000008442003|Precision of the Patient Hunter|15|Kauyon|000000781|This warrior prowls the battlefield like a high-tech predator, stalking and assessing their quarry before they strike. When they do launch their assault, their every shot and blow is informed by careful observations, perfectly aimed where they will do the greatest harm.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only. Each time the bearer makes a ranged attack, add 1 to the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>. From the third <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> onwards, add 1 to the <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> as well.|
TAU|000008815003|Prototype Weapon System|15|Retaliation Cadre|000000846|Famed battlesuit pilots are often more than willing to assist Earth caste scientists infield-testing the latest in experimental weapons technology.|<span class="tooltip00664" data-tooltip-content="#tooltip_content00664" data-tooltip-anchor="#tooltip_content00664"><span class="kwb kwbu">TâAU</span> <span class="kwb kwbu">EMPIRE</span> <span class="kwb kwbu">BATTLESUIT</span></span> model only. Each time the bearer is selected to shoot, select either the <span class="kwb2 bluefont"><span class="tooltip00218" data-tooltip-content="#tooltip_content00218"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> or <span class="kwb2 bluefont"><span class="tooltip00061" data-tooltip-content="#tooltip_content00061"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability. Until those attacks are resolved, ranged weapons equipped by the bearer have the selected ability.|
TAU|000009839003|Admired Leader|20|Auxiliary Cadre|000001005|Having proven themselves to their alien charges, this Tâau has won their fierce loyalty and become an iconic folk hero to them.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model (excluding <span class="tooltip00348" data-tooltip-content="#tooltip_content00348" data-tooltip-anchor="#tooltip_content00348"><span class="kwb kwbu">KROOT</span></span> models) only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one <span class="kwb">KROOT</span> or <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Vespid-Stingwings"><span class="kwb kwbo">VESPID</span> <span class="kwb kwbo">STINGWINGS</span></a> unit within 12" of the bearer. If you do, until the start of your next Command phase, improve the Leadership characteristic of models in that unit by 1, and while such a unit is not <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shocked</span></span>, add 1 to the Objective Control characteristic of models in that unit.|
TAU|000008811003|Exemplar of the Montâka|10|Montâka|000000845|This warrior has perfected the art of the Killing Blow, formulating swift and decisive battle plans and leading their cadres from the front in aggressive strikes.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only (excluding <span class="tooltip00660" data-tooltip-content="#tooltip_content00660" data-tooltip-anchor="#tooltip_content00660"><span class="kwb kwbu">KROOT</span> <span class="kwb kwbu">SHAPER</span></span> models). While the bearer is leading a unit, the <span class="tooltip00665" data-tooltip-content="#tooltip_content00665"><span class="tt kwbu">Killing</span> <span class="tt kwbu">Blow</span></span> Detachment rule applies to that unit during the fourth battle round as well.|
TAU|000008821003|Kroothawk Flock|10|Kroot Hunting Pack|000000847|This leader has painstakingly established a deep-seated bond with a small flock of Kroothawks. The avian creatures circle on high, spying out and revealing the hiding places of the prey or warning of ambushing enemies with wing-dips, diving stoops and harsh shrieks.|<span class="tooltip00348" data-tooltip-content="#tooltip_content00348" data-tooltip-anchor="#tooltip_content00348"><span class="kwb kwbu">KROOT</span></span> model only. Ranged weapons equipped by models in the bearerâs unit have the <span class="kwb2 bluefont"><span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">[IGNORES</span> <span class="tt kwbu">COVER]</span></span></span> ability, and enemy units that are set up on the battlefield as <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements</a> cannot be set up within 12" horizontally of the bearer.|
TAU|000009983003|Thermoneutronic Projector|20|Experimental Prototype Cadre|000001028|The thermoneutronic projector uses volatile gases siphoned from the coronae of neutron stars to expel a flame capable of searing through the armour plating of a battle tank.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only. Select one Tâau flamer equipped by the bearer. Improve the Strength characteristic of that weapon by 2, and improve the Armour Penetration and Damage characteristics of that weapon by 1.|
TAU|000009645003|Quill Marker|0|Kroot Raiding Party|000000967|Subtly adapted through careful shaping, this warrior can use their pheromone dart-quills to mark prey that their raiding party then descend upon with predatory fury.|At the start of your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Charge-Phase">Charge phase</a>, select one enemy unit within 12" of the bearer. Until the end of the phase, each time a <span class="tooltip00348" data-tooltip-content="#tooltip_content00348" data-tooltip-anchor="#tooltip_content00348"><span class="kwb kwbu">KROOT</span></span> unit from your army <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">declares</span> <span class="tt kwbu">a</span> <span class="tt kwbu">charge</span></span>, if it is within 6" of that enemy unit, it can include that enemy unit as a target of that charge, even if it is not <a href="/wh40k10ed/the-rules/boarding-action-rules/#Visibility">visible</a> to it.|
TAU|000008442004|Solid-image Projection Unit|30|Kauyon|000000781|This holowave-emitter drone projects beams of so-called heavy light, forming convincing illusory images while simultaneously masking the true locations of its allies with advanced refraction fields.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only. After both players have deployed their armies, select up to three <span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> units from your army and redeploy them. When doing so, you can set those units up in <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a> if you wish, regardless of how many units are already in Strategic Reserves.|
TAU|000008815004|Puretide Engram Neurochip|25|Retaliation Cadre|000000846|Commander Puretide was the most gifted Tâau war leader of all time. Upon his death, his memories were stored in a neurochip. When implanted into the brain, the bearer can access much of this wisdom.|<span class="tooltip00664" data-tooltip-content="#tooltip_content00664" data-tooltip-anchor="#tooltip_content00664"><span class="kwb kwbu">TâAU</span> <span class="kwb kwbu">EMPIRE</span> <span class="kwb kwbu">BATTLESUIT</span></span> model only. Each time you target the bearerâs unit with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>, roll one D6: on a 4+, you gain 1CP.|
TAU|000009983004|Plasma Accelerator Rifle|10|Experimental Prototype Cadre|000001028|The plasma accelerator rifle blends pulse-induction technology with a high-yield plasma generator, rendering it highly effective against both infantry and light vehicles.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only. Select one plasma rifle equipped by the bearer. Improve the Strength characteristic of that weapon by 2, and improve the Attacks, Armour Penetration and Damage characteristics of that weapon by 1.|
TAU|000008811004|Strategic Conqueror|15|Montâka|000000845|A wise commander appreciates the strategic value of seizing a vital battlefield asset swiftly to establish a foothold, employing it as a jumping off point for further assaults or a rallying post for a swift retreat.|<span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model only. At the start of the first battle round, before the first turn begins, select one <span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span> on the battlefield. While a friendly <span class="kwb">TâAU</span> <span class="kwb">EMPIRE</span> model is within range of that objective marker and the bearer is on the battlefield, add 1 to that friendly modelâs Objective Control characteristic.|
